fund,fund_ticker,yahoo_ticker,name
SPXT,WMB,WMB,WILLIAMS COS INC
SPXT,WMT,WMT,WALMART INC
SPXT,WRB,WRB,WR BERKLEY CORP
SPXT,WRK,WRK,WESTROCK CO
SPXT,WST,WST,WEST PHARMACEUTICAL SERVICES
SPXT,WTW,WTW,WILLIS TOWERS WATSON PLC
SPXT,WY,WY,WEYERHAEUSER CO
SPXT,WYNN,WYNN,WYNN RESORTS LTD
SPXT,XEL,XEL,XCEL ENERGY INC
SPXT,XOM,XOM,EXXON MOBIL CORP
SPXT,XRAY,XRAY,DENTSPLY SIRONA INC
SPXT,XYL,XYL,XYLEM INC
SPXT,YUM,YUM,YUM! BRANDS INC
SPXT,ZBH,ZBH,ZIMMER BIOMET HOLDINGS INC
SPXT,ZION,ZION,ZIONS BANCORP NA
SPXT,ZTS,ZTS,ZOETIS INC
TOLZ,9533,THOGF,TOHO GAS CO LTD
TOLZ,ACE,ACE.MI,ACEA SPA
TOLZ,ADP,ADP,ADP
TOLZ,AIA,AIA,AUCKLAND INTL AIRPORT LTD
TOLZ,ALX,ALX,ATLAS ARTERIA
TOLZ,AM,AM,ANTERO MIDSTREAM CORP
TOLZ,AMT,AMT,AMERICAN TOWER CORP
TOLZ,APA,APA,APA GROUP
TOLZ,ASR,ASR,GRUPO AEROPORTUARIO SUR-ADR
TOLZ,ATO,ATO,ATMOS ENERGY CORP
TOLZ,AWK,AWK,AMERICAN WATER WORKS CO INC
TOLZ,AWR,AWR,AMERICAN STATES WATER CO
TOLZ,BIP,BIP,BROOKFIELD INFRASTRUCTURE PA
TOLZ,BIPC,BIPC,BROOKFIELD INFRASTRUCTURE-A
TOLZ,CCI,CCI,CROWN CASTLE INTL CORP
TOLZ,CEQP,CEQP,CRESTWOOD EQUITY PARTNERS LP
TOLZ,CNP,CNP,CENTERPOINT ENERGY INC
TOLZ,CPK,CPK,CHESAPEAKE UTILITIES CORP
TOLZ,CQP,CQP,CHENIERE ENERGY PARTNERS LP
TOLZ,CWT,CWT,CALIFORNIA WATER SERVICE GRP
TOLZ,DCP,DCP,DCP MIDSTREAM LP
TOLZ,DG,DG,VINCI SA
TOLZ,ED,ED,CONSOLIDATED EDISON INC
TOLZ,EIX,EIX,EDISON INTERNATIONAL
TOLZ,ENB,ENB,ENBRIDGE INC
TOLZ,ENG,ENG,ENAGAS SA
TOLZ,ENLC,ENLC,ENLINK MIDSTREAM LLC
TOLZ,EPD,EPD,ENTERPRISE PRODUCTS PARTNERS
TOLZ,ES,ES,EVERSOURCE ENERGY
TOLZ,ET,ET,ENERGY TRANSFER LP
TOLZ,FHZN,FHZN.SW,FLUGHAFEN ZURICH AG-REG
TOLZ,FRA,FRA,FRAPORT AG FRANKFURT AIRPORT
TOLZ,FTS,FTS,FORTIS INC
TOLZ,GEI,GBNXF,GIBSON ENERGY INC
TOLZ,GEL,GEL,GENESIS ENERGY L.P.
TOLZ,GET,GET,GETLINK SE
TOLZ,H,H,HYDRO ONE LTD
TOLZ,HEP,HEP,HOLLY ENERGY PARTNERS LP
TOLZ,HESM,HESM,HESS MIDSTREAM LP - CLASS A
TOLZ,IG,IG,ITALGAS SPA
TOLZ,KEY,KEY,KEYERA CORP
TOLZ,KMI,KMI,KINDER MORGAN INC
TOLZ,LNG,LNG,CHENIERE ENERGY INC
TOLZ,MDU,MDU,MDU RESOURCES GROUP INC
TOLZ,MMP,MMP,MAGELLAN MIDSTREAM PARTNERS
TOLZ,MPLX,MPLX,MPLX LP
TOLZ,NFE,NFE,NEW FORTRESS ENERGY INC
TOLZ,NI,NI,NISOURCE INC
TOLZ,NJR,NJR,NEW JERSEY RESOURCES CORP
TOLZ,NS,NS,NUSTAR ENERGY LP
TOLZ,NWE,NWE,NORTHWESTERN CORP
TOLZ,NWN,NWN,NORTHWEST NATURAL HOLDING CO
TOLZ,OGS,OGS,ONE GAS INC
TOLZ,OKE,OKE,ONEOK INC
TOLZ,OMAB,OMAB,GRUPO AEROPORTUARIO CEN-ADR
TOLZ,PAA,PAA,PLAINS ALL AMER PIPELINE LP
TOLZ,PAC,PAC,GRUPO AEROPORTUARIO PAC-ADR
TOLZ,PAGP,PAGP,PLAINS GP HOLDINGS LP-CL A
TOLZ,PCG,PCG,P G & E CORP
TOLZ,PPL,PPL,PEMBINA PIPELINE CORP
TOLZ,REE,RED.MC,RED ELECTRICA CORPORACION SA
TOLZ,RWAY,RWAY,RAI WAY SPA
TOLZ,SBAC,SBAC,SBA COMMUNICATIONS CORP
TOLZ,SBS,SBS,CIA SANEAMENTO BASICO DE-ADR
TOLZ,SHLX,SHLX,SHELL MIDSTREAM PARTNERS LP
TOLZ,SJW,SJW,SJW GROUP
TOLZ,SR,SR,SPIRE INC
TOLZ,SRE,SRE,SEMPRA ENERGY
TOLZ,SRG,SRG,SNAM SPA
TOLZ,SVT,SVT,SEVERN TRENT PLC
TOLZ,SWX,SWX,SOUTHWEST GAS HOLDINGS INC
TOLZ,TRGP,TRGP,TARGA RESOURCES CORP
TOLZ,TRN,TRN,TERNA-RETE ELETTRICA NAZIONA
TOLZ,TRP,TRP,TC ENERGY CORP
TOLZ,UTL,UTL,UNITIL CORP
TOLZ,VTWR,VTWR.F,VANTAGE TOWERS AG
TOLZ,WES,WES,WESTERN MIDSTREAM PARTNERS L
TOLZ,WMB,WMB,WILLIAMS COS INC
TOLZ,WTE,WTE.TO,WESTSHORE TERMINALS INVESTME
TOLZ,WTRG,WTRG,ESSENTIAL UTILITIES INC
TDV,AAPL,AAPL,APPLE INC
TDV,ACN,ACN,ACCENTURE PLC-CL A
TDV,ADI,ADI,ANALOG DEVICES INC
TDV,ADP,ADP,AUTOMATIC DATA PROCESSING
TDV,APH,APH,AMPHENOL CORP-CL A
TDV,ATVI,ATVI,ACTIVISION BLIZZARD INC
TDV,AVGO,AVGO,BROADCOM INC
TDV,AVT,AVT,AVNET INC
TDV,BMI,BMI,BADGER METER INC
TDV,BR,BR,BROADRIDGE FINANCIAL SOLUTIO
TDV,CASS,CASS,CASS INFORMATION SYSTEMS INC
TDV,CDW,CDW,CDW CORP/DE
TDV,CSCO,CSCO,CISCO SYSTEMS INC
TDV,CSGS,CSGS,CSG SYSTEMS INTL INC
TDV,DLB,DLB,DOLBY LABORATORIES INC-CL A
TDV,GLW,GLW,CORNING INC
TDV,HPQ,HPQ,HP INC
TDV,IBM,IBM,INTL BUSINESS MACHINES CORP
TDV,INTC,INTC,INTEL CORP
TDV,INTU,INTU,INTUIT INC
TDV,JKHY,JKHY,JACK HENRY & ASSOCIATES INC
TDV,KLAC,KLAC,KLA CORP
TDV,LFUS,LFUS,LITTELFUSE INC
TDV,LRCX,LRCX,LAM RESEARCH CORP
TDV,MA,MA,MASTERCARD INC - A
TDV,MCHP,MCHP,MICROCHIP TECHNOLOGY INC
TDV,MSFT,MSFT,MICROSOFT CORP
TDV,MSI,MSI,MOTOROLA SOLUTIONS INC
TDV,NATI,NATI,NATIONAL INSTRUMENTS CORP
TDV,NTAP,NTAP,NETAPP INC
TDV,ORCL,ORCL,ORACLE CORP
TDV,PAYX,PAYX,PAYCHEX INC
TDV,PETS,PETS,PETMED EXPRESS INC
TDV,POWI,POWI,POWER INTEGRATIONS INC
TDV,QCOM,QCOM,QUALCOMM INC
TDV,SWKS,SWKS,SKYWORKS SOLUTIONS INC
TDV,TEL,TEL,TE CONNECTIVITY LTD
TDV,TXN,TXN,TEXAS INSTRUMENTS INC
TDV,V,V,VISA INC-CLASS A SHARES
TDV,WU,WU,WESTERN UNION CO
TINT,AKTS,AKTS,AKOUSTIS TECHNOLOGIES INC
TINT,AMAT,AMAT,APPLIED MATERIALS INC
TINT,AXTA,AXTA,AXALTA COATING SYSTEMS LTD
TINT,CBT,CBT,CABOT CORP
TINT,CSTM,CSTM,CONSTELLIUM SE
TINT,ENTG,ENTG,ENTEGRIS INC
TINT,HUN,HUN,HUNTSMAN CORP
TINT,HXL,HXL,HEXCEL CORP
TINT,KOPN,KOPN,KOPIN CORP
TINT,MMAT,MMAT,META MATERIALS INC
TINT,MTRN,MTRN,MATERION CORP
TINT,MX,MX,MAGNACHIP SEMICONDUCTOR CORP
TINT,NEO,NEO,NEO PERFORMANCE MATERIALS IN
TINT,NGVT,NGVT,INGEVITY CORP
TINT,OLED,OLED,UNIVERSAL DISPLAY CORP
TINT,PPG,PPG,PPG INDUSTRIES INC
TINT,RPM,RPM,RPM INTERNATIONAL INC
TINT,SHW,SHW,SHERWIN-WILLIAMS CO/THE
TINT,VIEW,VIEW,VIEW INC
TINT,VREX,VREX,VAREX IMAGING CORP
TINY,121600,121600.KQ,ADVANCED NANO PRODUCTS CO LT
TINY,A,A,AGILENT TECHNOLOGIES INC
TINY,ACLS,ACLS,AXCELIS TECHNOLOGIES INC
TINY,ACMR,ACMR,ACM RESEARCH INC
TINY,AMAT,AMAT,APPLIED MATERIALS INC
TINY,AMD,AMD,ADVANCED MICRO DEVICES
TINY,ASML,ASML,ASML HOLDING NV
TINY,BRKR,BRKR,BRUKER CORP
TINY,CBT,CBT,CABOT CORP
TINY,ENTG,ENTG,ENTEGRIS INC
TINY,GTH,GTH,GENETRON HOLDINGS LTD-ADR
TINY,INTC,INTC,INTEL CORP
TINY,KLAC,KLAC,KLA CORP
TINY,LASR,LASR,NLIGHT INC
TINY,LRCX,LRCX,LAM RESEARCH CORP
TINY,MMAT,MMAT,META MATERIALS Inc
TINY,MRNA,MRNA,MODERNA INC
TINY,NNDM,NNDM,NANO DIMENSION LTD - ADR
TINY,NPTN,NPTN,NEOPHOTONICS CORP
TINY,NVAX,NVAX,NOVAVAX INC
TINY,ONTO,ONTO,ONTO INNOVATION INC
TINY,PLAB,PLAB,PHOTRONICS INC
TINY,TSEM,TSEM,TOWER SEMICONDUCTOR LTD
TINY,TSM,TSM,TAIWAN SEMICONDUCTOR-SP ADR
TINY,UCTT,UCTT,ULTRA CLEAN HOLDINGS INC
TINY,VECO,VECO,VEECO INSTRUMENTS INC
TMDV,ABM,ABM,ABM INDUSTRIES INC
TMDV,ABT,ABT,ABBOTT LABORATORIES
TMDV,ADM,ADM,ARCHER-DANIELS-MIDLAND CO
TMDV,ADP,ADP,AUTOMATIC DATA PROCESSING
TMDV,AFL,AFL,AFLAC INC
TMDV,APD,APD,AIR PRODUCTS & CHEMICALS INC
TMDV,AWR,AWR,AMERICAN STATES WATER CO
TMDV,BDX,BDX,BECTON DICKINSON AND CO
TMDV,BEN,BEN,FRANKLIN RESOURCES INC
TMDV,BF/B,BF-B,BROWN-FORMAN CORP-CLASS B
TMDV,BKH,BKH,BLACK HILLS CORP
TMDV,BRC,BRC,BRADY CORPORATION - CL A
TMDV,CBSH,CBSH,COMMERCE BANCSHARES INC
TMDV,CINF,CINF,CINCINNATI FINANCIAL CORP
TMDV,CL,CL,COLGATE-PALMOLIVE CO
TMDV,CLX,CLX,CLOROX COMPANY
TMDV,CSL,CSL,CARLISLE COS INC
TMDV,CWT,CWT,CALIFORNIA WATER SERVICE GRP
TMDV,DOV,DOV,DOVER CORP
TMDV,ED,ED,CONSOLIDATED EDISON INC
TMDV,EMBC,EMBC,EMBECTA CORP
TMDV,EMR,EMR,EMERSON ELECTRIC CO
TMDV,FRT,FRT,FEDERAL REALTY INVS TRUST
TMDV,FUL,FUL,H.B. FULLER CO.
TMDV,GPC,GPC,GENUINE PARTS CO
TMDV,GWW,GWW,WW GRAINGER INC
TMDV,HRL,HRL,HORMEL FOODS CORP
TMDV,ITW,ITW,ILLINOIS TOOL WORKS
TMDV,JNJ,JNJ,JOHNSON & JOHNSON
TMDV,KMB,KMB,KIMBERLY-CLARK CORP
TMDV,KO,KO,COCA-COLA CO/THE
TMDV,LANC,LANC,LANCASTER COLONY CORP
TMDV,LEG,LEG,LEGGETT & PLATT INC
TMDV,LOW,LOW,LOWE'S COS INC
TMDV,MCD,MCD,MCDONALD'S CORP
TMDV,MCY,MCY,MERCURY GENERAL CORP
TMDV,MDT,MDT,MEDTRONIC PLC
TMDV,MGEE,MGEE,MGE ENERGY INC
TMDV,MKC,MKC,MCCORMICK & CO-NON VTG SHRS
TMDV,MMM,MMM,3M CO
TMDV,MSA,MSA,MSA SAFETY INC
TMDV,MSEX,MSEX,MIDDLESEX WATER CO
TMDV,NDSN,NDSN,NORDSON CORP
TMDV,NFG,NFG,NATIONAL FUEL GAS CO
TMDV,NUE,NUE,NUCOR CORP
TMDV,NWN,NWN,NORTHWEST NATURAL HOLDING CO
TMDV,ORI,ORI,OLD REPUBLIC INTL CORP
TMDV,PEP,PEP,PEPSICO INC
TMDV,PG,PG,PROCTER & GAMBLE CO/THE
TMDV,PPG,PPG,PPG INDUSTRIES INC
TMDV,RLI,RLI,RLI CORP
TMDV,RPM,RPM,RPM INTERNATIONAL INC
TMDV,SCL,SCL,STEPAN CO
TMDV,SHW,SHW,SHERWIN-WILLIAMS CO/THE
TMDV,SJW,SJW,SJW GROUP
TMDV,SON,SON,SONOCO PRODUCTS CO
TMDV,SPGI,SPGI,S&P GLOBAL INC
TMDV,SWK,SWK,STANLEY BLACK & DECKER INC
TMDV,SYY,SYY,SYSCO CORP
TMDV,T,T,AT&T INC
TMDV,TDS,TDS,TELEPHONE AND DATA SYSTEMS
TMDV,TGT,TGT,TARGET CORP
TMDV,TNC,TNC,TENNANT CO
TMDV,TR,TR,TOOTSIE ROLL INDS
TMDV,TROW,TROW,T ROWE PRICE GROUP INC
TMDV,UBSI,UBSI,UNITED BANKSHARES INC
TMDV,UVV,UVV,UNIVERSAL CORP/VA
TMDV,WBA,WBA,WALGREENS BOOTS ALLIANCE INC
TMDV,WMT,WMT,WALMART INC
IYW,AAPL,AAPL,APPLE INC
IYW,ADBE,ADBE,ADOBE INC
IYW,ADI,ADI,ANALOG DEVICES INC
IYW,ADSK,ADSK,AUTODESK INC
IYW,AI,AI,C3 AI INC CLASS A
IYW,AKAM,AKAM,AKAMAI TECHNOLOGIES INC
IYW,ALGM,ALGM,ALLEGRO MICROSYSTEMS INC
IYW,AMAT,AMAT,APPLIED MATERIAL INC
IYW,AMD,AMD,ADVANCED MICRO DEVICES INC
IYW,ANSS,ANSS,ANSYS INC
IYW,APH,APH,AMPHENOL CORP CLASS A
IYW,APP,APP,APPLOVIN CORP CLASS A
IYW,ARW,ARW,ARROW ELECTRONICS INC
IYW,AVGO,AVGO,BROADCOM INC
IYW,AVLR,AVLR,AVALARA INC
IYW,AVT,AVT,AVNET INC
IYW,AYX,AYX,ALTERYX INC CLASS A
IYW,AZPN,AZPN,ASPEN TECHNOLOGY INC
IYW,AZTA,AZTA,AZENTA INC
IYW,BKI,BKI,BLACK KNIGHT INC
IYW,BSY,BSY,BENTLEY SYSTEMS INC CLASS B
IYW,CACI,CACI,CACI INTERNATIONAL INC CLASS A
IYW,CCCS,CCCS,CCC INTELLIGENT SOLUTIONS HOLDINGS
IYW,CDAY,CDAY,CERIDIAN HCM HOLDING INC
IYW,CDK,CDK,CDK GLOBAL INC
IYW,CDNS,CDNS,CADENCE DESIGN SYSTEMS INC
IYW,CDW,CDW,CDW CORP
IYW,CFLT,CFLT,CONFLUENT INC CLASS A
IYW,CHNG,CHNG,CHANGE HEALTHCARE INC
IYW,CLVT,CLVT,CLARIVATE PLC
IYW,CNXC,CNXC,CONCENTRIX CORP
IYW,COHR,COHR,COHERENT CORP
IYW,COUP,COUP,COUPA SOFTWARE INC
IYW,CRM,CRM,SALESFORCE INC
IYW,CRUS,CRUS,CIRRUS LOGIC INC
IYW,CRWD,CRWD,CROWDSTRIKE HOLDINGS INC CLASS A
IYW,CTSH,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR
IYW,CTXS,CTXS,CITRIX SYSTEMS INC
IYW,DASH,DASH,DOORDASH INC CLASS A
IYW,DBX,DBX,DROPBOX INC CLASS A
IYW,DCT,DCT,DUCK CREEK TECH INC
IYW,DDOG,DDOG,DATADOG INC CLASS A
IYW,DELL,DELL,DELL TECHNOLOGIES INC CLASS C
IYW,DH,DH,DEFINITIVE HEALTHCARE CORP CLASS A
IYW,DLB,DLB,DOLBY LABORATORIES INC CLASS A
IYW,DNB,DNB,DUN BRADST HLDG INC
IYW,DOCU,DOCU,DOCUSIGN INC
IYW,DOX,DOX,AMDOCS LTD
IYW,DT,DT,DYNATRACE INC
IYW,DV,DV,DOUBLEVERIFY HOLDINGS INC
IYW,DXC,DXC,DXC TECHNOLOGY
IYW,ENTG,ENTG,ENTEGRIS INC
IYW,EPAM,EPAM,EPAM SYSTEMS INC
IYW,ESTC,ESTC,ELASTIC NV
IYW,EVBG,EVBG,EVERBRIDGE INC
IYW,FB,META,META PLATFORMS INC CLASS A
IYW,FFIV,FFIV,F5 INC
IYW,FIVN,FIVN,FIVE9 INC
IYW,FSLY,FSLY,FASTLY INC CLASS A
IYW,FTNT,FTNT,FORTINET INC
IYW,GDDY,GDDY,GODADDY INC CLASS A
IYW,GFS,GFS,GLOBALFOUNDRIES INC
IYW,GLOB,GLOB,GLOBANT SA
IYW,GLW,GLW,CORNING INC
IYW,GOOG,GOOG,ALPHABET INC CLASS C
IYW,GOOGL,GOOGL,ALPHABET INC CLASS A
IYW,GWRE,GWRE,GUIDEWIRE SOFTWARE INC
IYW,HPE,HPE,HEWLETT PACKARD ENTERPRISE
IYW,HPQ,HPQ,HP INC
IYW,HUBS,HUBS,HUBSPOT INC
IYW,IAC,IAC,IAC INTERACTIVE
IYW,IBM,IBM,INTERNATIONAL BUSINESS MACHINES CO
IYW,IIVI,IIVI,II VI INC
IYW,INFA,INFA,INFORMATICA INC CLASS A
IYW,INTC,INTC,INTEL CORPORATION CORP
IYW,INTU,INTU,INTUIT INC
IYW,IPGP,IPGP,IPG PHOTONICS CORP
IYW,IT,IT,GARTNER INC
IYW,JAMF,JAMF,JAMF HOLDING CORP
IYW,JBL,JBL,JABIL INC
IYW,KBR,KBR,KBR INC
IYW,KD,KD,KYNDRYL HOLDINGS INC
IYW,KLAC,KLAC,KLA CORP
IYW,LDOS,LDOS,LEIDOS HOLDINGS INC
IYW,LRCX,LRCX,LAM RESEARCH CORP
IYW,LSCC,LSCC,LATTICE SEMICONDUCTOR CORP
IYW,MANH,MANH,MANHATTAN ASSOCIATES INC
IYW,MCHP,MCHP,MICROCHIP TECHNOLOGY INC
IYW,MDB,MDB,MONGODB INC CLASS A
IYW,META,META,META PLATFORMS INC CLASS A
IYW,MNDT,MNDT,MANDIANT INC
IYW,MPWR,MPWR,MONOLITHIC POWER SYSTEMS INC
IYW,MRVL,MRVL,MARVELL TECHNOLOGY INC
IYW,MSFT,MSFT,MICROSOFT CORP
IYW,MSP,MSP,DATTO HOLDING CORP
IYW,MTCH,MTCH,MATCH GROUP INC
IYW,MU,MU,MICRON TECHNOLOGY INC
IYW,NABL,NABL,N ABLE INC
IYW,NATI,NATI,NATIONAL INSTRUMENTS CORP
IYW,NCNO,NCNO,NCINO INC
IYW,NCR,NCR,NCR CORP
IYW,NET,NET,CLOUDFLARE INC CLASS A
IYW,NEWR,NEWR,NEW RELIC INC
IYW,NLOK,NLOK,NORTONLIFELOCK INC
IYW,NOW,NOW,SERVICENOW INC
IYW,NTAP,NTAP,NETAPP INC
IYW,NTNX,NTNX,NUTANIX INC CLASS A
IYW,NVDA,NVDA,NVIDIA CORP
IYW,NXPI,NXPI,NXP SEMICONDUCTORS NV
IYW,OKTA,OKTA,OKTA INC CLASS A
IYW,OLED,OLED,UNIVERSAL DISPLAY CORP
IYW,ON,ON,ON SEMICONDUCTOR CORP
IYW,ORCL,ORCL,ORACLE CORP
IYW,PANW,PANW,PALO ALTO NETWORKS INC
IYW,PATH,PATH,UIPATH INC CLASS A
IYW,PAYC,PAYC,PAYCOM SOFTWARE INC
IYW,PCOR,PCOR,PROCORE TECHNOLOGIES INC
IYW,PEGA,PEGA,PEGASYSTEMS INC
IYW,PINS,PINS,PINTEREST INC CLASS A
IYW,PLAN,PLAN,ANAPLAN INC
IYW,PLTR,PLTR,PALANTIR TECHNOLOGIES INC CLASS A
IYW,PSTG,PSTG,PURE STORAGE INC CLASS A
IYW,PTC,PTC,PTC INC
IYW,PYCR,PYCR,PAYCOR HCM INC
IYW,QCOM,QCOM,QUALCOMM INC
IYW,QRVO,QRVO,QORVO INC
IYW,RNG,RNG,RINGCENTRAL INC CLASS A
IYW,ROP,ROP,ROPER TECHNOLOGIES INC
IYW,S,S,SENTINELONE INC CLASS A
IYW,SAIC,SAIC,SCIENCE APPLICATIONS INTERNATIONAL
IYW,SKLZ,SKLZ,SKILLZ INC CLASS A
IYW,SMAR,SMAR,SMARTSHEET INC CLASS A
IYW,SNOW,SNOW,SNOWFLAKE CLASS A
IYW,SNPS,SNPS,SYNOPSYS INC
IYW,SNX,SNX,TD SYNNEX CORP
IYW,SPLK,SPLK,SPLUNK INC
IYW,SSNC,SSNC,SS AND C TECHNOLOGIES HOLDINGS INC
IYW,SWCH,SWCH,SWITCH INC CLASS A
IYW,SWI,SWI,SOLARWINDS CORP
IYW,SWKS,SWKS,SKYWORKS SOLUTIONS INC
IYW,TDC,TDC,TERADATA CORP
IYW,TEAM,TEAM,ATLASSIAN PLC CLASS A
IYW,TER,TER,TERADYNE INC
IYW,TOST,TOST,TOAST INC CLASS A
IYW,TWKS,TWKS,THOUGHTWORKS HOLDING INC
IYW,TWLO,TWLO,TWILIO INC CLASS A
IYW,TWTR,TWTR,TWITTER INC
IYW,TXN,TXN,TEXAS INSTRUMENT INC
IYW,TYL,TYL,TYLER TECHNOLOGIES INC
IYW,U,U,UNITY SOFTWARE INC
IYW,VMEO,VMEO,VIMEO INC
IYW,VMW,VMW,VMWARE CLASS A INC
IYW,VRM,VRM,VROOM INC
IYW,VRSN,VRSN,VERISIGN INC
IYW,VRT,VRT,VERTIV HOLDINGS CLASS A
IYW,WDAY,WDAY,WORKDAY INC CLASS A
IYW,WDC,WDC,WESTERN DIGITAL CORP
IYW,WIX,WIX,WIX.COM LTD
IYW,WOLF,WOLF,WOLFSPEED INC
IYW,XRX,XRX,XEROX HOLDINGS CORP
IYW,ZEN,ZEN,ZENDESK INC
IYW,ZI,ZI,ZOOMINFO TECHNOLOGIES INC
IYW,ZM,ZM,ZOOM VIDEO COMMUNICATIONS INC CLAS
IYW,ZS,ZS,ZSCALER INC
SOXX,ADI,ADI,ANALOG DEVICES INC
SOXX,AMAT,AMAT,APPLIED MATERIAL INC
SOXX,AMD,AMD,ADVANCED MICRO DEVICES INC
SOXX,ASML,ASML,ASML HOLDING ADR REPRESENTING NV
SOXX,ASX,ASX,ASE TECHNOLOGY HOLDING ADR REPRESE
SOXX,AVGO,AVGO,BROADCOM INC
SOXX,ENTG,ENTG,ENTEGRIS INC
SOXX,INTC,INTC,INTEL CORPORATION CORP
SOXX,KLAC,KLAC,KLA CORP
SOXX,LRCX,LRCX,LAM RESEARCH CORP
SOXX,LSCC,LSCC,LATTICE SEMICONDUCTOR CORP
SOXX,MCHP,MCHP,MICROCHIP TECHNOLOGY INC
SOXX,MKSI,MKSI,MKS INSTRUMENTS INC
SOXX,MPWR,MPWR,MONOLITHIC POWER SYSTEMS INC
SOXX,MRVL,MRVL,MARVELL TECHNOLOGY INC
SOXX,MU,MU,MICRON TECHNOLOGY INC
SOXX,NVDA,NVDA,NVIDIA CORP
SOXX,NXPI,NXPI,NXP SEMICONDUCTORS NV
SOXX,OLED,OLED,UNIVERSAL DISPLAY CORP
SOXX,ON,ON,ON SEMICONDUCTOR CORP
SOXX,QCOM,QCOM,QUALCOMM INC
SOXX,QRVO,QRVO,QORVO INC
SOXX,SLAB,SLAB,SILICON LABORATORIES INC
SOXX,STM,STM,STMICROELECTRONICS ADR NV
SOXX,SWKS,SWKS,SKYWORKS SOLUTIONS INC
SOXX,SYNA,SYNA,SYNAPTICS INC
SOXX,TER,TER,TERADYNE INC
SOXX,TSM,TSM,TAIWAN SEMICONDUCTOR MANUFACTURING
SOXX,TXN,TXN,TEXAS INSTRUMENT INC
SOXX,UMC,UMC,UNITED MICRO ELECTRONICS ADR REP
SOXX,WOLF,WOLF,WOLFSPEED INC
XLK,AAPL,AAPL,Apple Inc.
XLK,ACN,ACN,Accenture Plc Class A
XLK,ADBE,ADBE,Adobe Inc.
XLK,ADI,ADI,Analog Devices Inc.
XLK,ADP,ADP,Automatic Data Processing Inc.
XLK,ADSK,ADSK,Autodesk Inc.
XLK,AKAM,AKAM,Akamai Technologies Inc.
XLK,AMAT,AMAT,Applied Materials Inc.
XLK,AMD,AMD,Advanced Micro Devices Inc.
XLK,ANET,ANET,Arista Networks Inc.
XLK,ANSS,ANSS,ANSYS Inc.
XLK,APH,APH,Amphenol Corporation Class A
XLK,AVGO,AVGO,Broadcom Inc.
XLK,BR,BR,Broadridge Financial Solutions Inc.
XLK,CDAY,CDAY,Ceridian HCM Holding Inc.
XLK,CDNS,CDNS,Cadence Design Systems Inc.
XLK,CDW,CDW,CDW Corp.
XLK,CRM,CRM,Salesforce Inc.
XLK,CSCO,CSCO,Cisco Systems Inc.
XLK,CTSH,CTSH,Cognizant Technology Solutions Corporation Class A
XLK,CTXS,CTXS,Citrix Systems Inc.
XLK,DXC,DXC,DXC Technology Co.
XLK,ENPH,ENPH,Enphase Energy Inc.
XLK,EPAM,EPAM,EPAM Systems Inc.
XLK,FFIV,FFIV,F5 Inc.
XLK,FIS,FIS,Fidelity National Information Services Inc.
XLK,FISV,FISV,Fiserv Inc.
XLK,FLT,FLT,FLEETCOR Technologies Inc.
XLK,FTNT,FTNT,Fortinet Inc.
XLK,GLW,GLW,Corning Inc
XLK,GPN,GPN,Global Payments Inc.
XLK,HPE,HPE,Hewlett Packard Enterprise Co.
XLK,HPQ,HPQ,HP Inc.
XLK,IBM,IBM,International Business Machines Corporation
XLK,INTC,INTC,Intel Corporation
XLK,INTU,INTU,Intuit Inc.
XLK,IPGP,IPGP,IPG Photonics Corporation
XLK,IT,IT,Gartner Inc.
XLK,JKHY,JKHY,Jack Henry & Associates Inc.
XLK,JNPR,JNPR,Juniper Networks Inc.
XLK,KEYS,KEYS,Keysight Technologies Inc
XLK,KLAC,KLAC,KLA Corporation
XLK,LRCX,LRCX,Lam Research Corporation
XLK,MA,MA,Mastercard Incorporated Class A
XLK,MCHP,MCHP,Microchip Technology Incorporated
XLK,MPWR,MPWR,Monolithic Power Systems Inc.
XLK,MSFT,MSFT,Microsoft Corporation
XLK,MSI,MSI,Motorola Solutions Inc.
XLK,MU,MU,Micron Technology Inc.
XLK,NLOK,NLOK,NortonLifeLock Inc.
XLK,NOW,NOW,ServiceNow Inc.
XLK,NTAP,NTAP,NetApp Inc.
XLK,NVDA,NVDA,NVIDIA Corporation
XLK,NXPI,NXPI,NXP Semiconductors NV
XLK,ON,ON,ON Semiconductor Corporation
XLK,ORCL,ORCL,Oracle Corporation
XLK,PAYC,PAYC,Paycom Software Inc.
XLK,PAYX,PAYX,Paychex Inc.
XLK,PTC,PTC,PTC Inc.
XLK,PYPL,PYPL,PayPal Holdings Inc.
XLK,QCOM,QCOM,Qualcomm Incorporated
XLK,QRVO,QRVO,Qorvo Inc.
XLK,ROP,ROP,Roper Technologies Inc.
XLK,SEDG,SEDG,SolarEdge Technologies Inc.
XLK,SNPS,SNPS,Synopsys Inc.
XLK,STX,STX,Seagate Technology Holdings PLC
XLK,SWKS,SWKS,Skyworks Solutions Inc.
XLK,TDY,TDY,Teledyne Technologies Incorporated
XLK,TEL,TEL,TE Connectivity Ltd.
XLK,TER,TER,Teradyne Inc.
XLK,TRMB,TRMB,Trimble Inc.
XLK,TXN,TXN,Texas Instruments Incorporated
XLK,TYL,TYL,Tyler Technologies Inc.
XLK,V,V,Visa Inc. Class A
XLK,VRSN,VRSN,VeriSign Inc.
XLK,WDC,WDC,Western Digital Corporation
